x	y
197911902	23577
198156963	165458
198197779	408
198369297	89
198523222	17724
198597724	1145
198638671	118613
198657553	9509
198679139	895
198807493	129937
198858873	110
198859044	110
198949016	790
198983321	2080
199006040	14998
199016133	60603
199148598	244710
199371877	421
199387141	1335
199615188	93
199752491	400
199876978	581
199888159	103
199908921	728
200008505	103
200014689	107
200027602	149823
200054061	105
200144834	102
200147531	749
200197913	104
200213678	645
200315435	533
200329161	517
200342544	31811
200404940	5117
200473920	4374
200551497	69238
200623896	46074
200669507	24744
200739558	121147
200863808	345
200873038	1086
200891048	24688
200920994	45537
200933345	103
200969390	54311
201023949	4844
201031136	11938
201039512	73055
201113953	13232
201134772	36803
201190825	38128
201222113	1011
201283452	49542
201359008	18755
201373244	26672
201399633	1558
201403768	26099
201428975	387
201464383	764
201464383	4855
201483530	25927
201507241	26368
201518703	11772
201520056	494
201622885	204085
201673105	1040
201688259	141301
201719508	120
201723294	14213
201733406	100
201808611	92
201829141	55154
201863373	75
201888680	3627
201893842	6137
201896452	50137
201921644	93
201955491	15171
201978461	135
201978642	308
201982372	23776
201995696	657
202000094	10260
202003124	113
202007945	9244
202011370	4288
202028606	87
202039851	84
202070841	103
202096759	220
202122858	10735
202133404	11340
202147013	14576
202168051	21405
202193901	125881
202331657	10324
202348699	244008
202369526	620
202410108	100
202438396	1562
202471864	254
202527310	118
202590596	119822
202604268	1026
202632428	484
202724491	84980
202767229	190
202796030	1065
202810238	592
202810954	1203
202820266	6960
202851828	9793
202861754	13488
202873294	1033
202878957	10179
202891100	37537
202911812	918
202914880	101
202940823	17750
202961869	5412
202986557	2026
202999738	615
203007386	17463
203026498	52243
203083132	2905
203090654	76752
203127259	696
203144694	7886
203167811	8003
203178931	7819
203212827	60815
203255743	733
203287152	1650
203298758	6552
203305491	4112
203318996	104
203340628	10862
203353365	287
203400266	316
203475828	15525
203494143	14722
203626561	117521
203656969	792
203729581	125
203765176	11058
203795654	58471
203796309	4250
203805621	643
203835585	328
203861603	8948
203872574	1614
203903723	291
203954640	1141
204032447	8819
204073115	54629
204131062	905
204131062	20942
204141408	1602
204154819	11504
204183006	532
204190341	6146
204198160	15933
204218851	158815
204277005	944
204346776	483
204368431	1289
204377850	57997
204394541	234
204403387	8405
204422628	72097
204516379	41742
204528845	848
204562413	109
204603035	13531
204617170	68564
204626775	2938
204663872	742
204707320	111
204727991	116
204828651	194172
204946608	562
205043197	35303
205062252	91
205083129	1332
205086142	35874
205091163	784
205134646	305
205142505	69062
205202191	552
205228176	45168
205233821	3047
205302059	19733
205336065	21026
205351247	225
205373252	14189
205381378	75714
205434886	2994
205448291	113
205455929	13096
205504595	28199
205566716	84
205568885	34034
205595041	107
205597556	34407
205625483	671
205657851	22609
205684018	290
205712819	37458
205731221	132
205767986	7475
205789093	24656
205828022	22111
205913048	30413
205935128	641
205976740	26722
206009264	14646
206024548	136
206037231	65229
206080239	86
206109692	8008
206117783	9023
206160887	390
206175060	2187
206186179	18236
206203345	261099
206333327	112
206378864	2736
206470476	26414
206474803	62
206491116	6613
206503948	509
206507530	81754
206528915	792
206541758	3135
206571292	41172
206634649	974
206635536	48884
206684944	49340
206695837	433
206747980	113
206767602	4893
206798870	44112
206865354	3870
206897443	6697
206904386	18862
206905928	466
206907619	611
206928518	17949
206957965	12661
207018521	14236
207034366	46659
207043849	9132
207088842	11152
207104262	40711
207127010	477
207150205	77
207165496	18415
207179296	4767
207225798	3405
207249067	60055
207321508	39459
207372559	694
207454230	35666
207496147	144501
207551925	54631
207645113	93304
207645234	12177
207658454	689
207708898	84
207752057	43457
207762584	680
207801518	67633
207801845	112
207802440	84
207873795	5279
207880972	30431
208022242	222079
208255290	87
208607100	5093
208626741	1345
208697369	330
208728688	4497
208972454	2854
209001338	139
209147267	7835
209173014	362
209232196	1224
209267798	426
209325456	3077
209367662	12029
209428820	4019
209432133	110
209528455	39219
209583717	30222
209614870	37597
209623444	67
209661364	62762
209675420	969
209686178	48773
209744373	842
209756032	26289
209779208	5352
209785623	20553
209828007	29559
209938174	233142
210231456	2592
210232799	13833
210265636	1606
210303684	857
210328252	348045
210374154	114
210462345	668
210678315	3618
210678315	455801
210859177	3109
211132588	787
211173488	362
211182156	949
211207239	659
211210989	94
211258377	58009
211326615	48332
211382803	52531
211417025	910
211442274	533
211476522	16396
211492255	663
211571568	7175
211583015	711
211635906	6962
211639695	14887
211653456	94
211658657	16974
211660189	1089
211675762	14342
211715928	9475
211743457	87316
211792111	296
211803017	88
211829846	23858
211936249	386
211940399	95144
212025561	122
212035553	71848
212051524	483
212077613	73
212099521	156
212168207	22053
212225278	13700
212285537	76327
212297448	2132
212299495	32219
212309051	468
212349978	92
212352816	135
212357418	936
212363931	50971
212432887	13493
212466816	928
212545694	10372
212557833	1899
212565334	55444
212624284	2488
212624474	2305
212647296	460
212653999	11436
212686418	13568
212692264	104
212726153	65630
212791828	24799
212824027	479
212830141	17509
212852108	5981
212853280	147
212855175	192
212858255	41109
212916787	791
212950520	41518
212992182	23645
213051233	223541
213428708	370
213492301	54147
213609696	145
213731416	63172
213817751	170758
213924749	1906
213983181	58322
213983793	2627
214028891	2011
214281102	56030
214344172	13444
214348696	203754
214482813	575
214532195	1273
214603195	61394
214605470	3371
214612960	439
214870734	983
214943123	418
215005775	231319
215376484	891
215393646	773
215567392	54416
215622894	800503
215630026	92
215886582	14883
216072465	14453
216194051	10316
216201635	192
216503246	634510
217426992	204091
217631324	240373
217781198	3923
217850403	231
217892900	27905
218031835	1826
218043505	15636
218129795	158
218285287	52697
218301262	711
218338541	216
218344196	1483
218346235	98385
218442626	1371
218510096	15883
218541690	210
218881600	1051
218912757	3428
219086602	87360
219173844	39022
219199914	654
219222248	3250
219270774	2614
219409681	2261
219435152	7491
219557192	510
219609627	2436
219663377	91
219685427	273221
219761789	87
219962652	214
219968601	78058
220057482	32981
220094102	53940
220117853	110
220118157	85
220143964	388
220148293	124162
220200538	82
220200546	131
220207618	665
220220291	303
220253570	967
220266706	1212
220313945	1621
220316667	933
220359731	453
220401122	2912
220448516	338
220455154	159
220467954	855
220485104	1940
220528183	136279
220571739	297
220571834	66
220625740	2317
220689845	9313
220748225	36591
220786759	32899
220825620	444
220825776	118
220828676	536
220829255	3175
220832763	47378
220879400	5660
221133865	357
221330080	6217
221508559	2421
221549786	858
221701424	40753
221827666	13001
221837334	104
221880981	97543
221966341	18624
222013007	84
222041705	23059
222089169	298266
222261833	964
222452738	1968
222468094	2789
222477252	27371
222503632	104
222510169	9564
222522258	25846
222557902	32032
222589825	3208
222618086	49927
222641414	445
222658867	2646
222668013	45198
222712553	22644
222737207	13599
222815022	22363
222815064	179843
222872271	133725
222945725	176
223109406	33877
223144049	906
223181144	7011
223220819	143384
223373822	135
223393417	2054
223538007	127728
223644110	274
223690051	64
223701593	74426
223779899	66074
223856579	809
223863726	1126
223947605	2812
223951388	2052
223976146	104
223982754	5401
223992743	17870
223994262	935
224030704	4353
224107282	260
224114087	47961
224175476	231
224175756	17686
224179641	127
224208747	4533
224219613	8431
224227334	103054
224257004	138
224297646	955
224305380	104
224356850	22610
224385143	51891
224398227	85
224434660	305890
224574434	956
224615296	925
224661173	714
224717504	13159
224722467	75
224766900	6442
224896262	503031
225401502	27424
225447243	18101
225465021	8817
225486835	166308
225700604	51640
225710968	25307
225741275	106
225777813	12654
225803148	301
225810092	35472
225840883	5640
225845536	36834
225886282	25101
225886696	37583
225919877	4464
225922080	63
225936411	1147
225936598	4892
225964179	250
225982702	16630
226060712	1165
226061851	10151
226083639	6654
226127178	169
226144679	42052
226148003	7069
226188870	352
226223618	3437
226231149	78721
226318015	679
226331999	1657
226360691	47389
226411615	521
226438564	781
226445937	356
226493188	302
226548800	60415
226631690	107634
226656640	18428
226668897	7449
226781501	244
226870184	25922
226897536	90010
226958069	199
226989865	328610
226992140	1067
227178333	5112
227234269	1087
227264776	432
227393591	37445
227410617	703
227430526	451
227434064	283
227482253	202
227490691	1606
227493029	2114
227506182	2111
227509028	11450
227561181	120
227563543	113901
227598424	671
227645280	87
227696892	9808
227728539	52693
227730425	4987
227743831	3361
227815693	30778
227918656	29243
227941590	94
227975390	2804
227980051	177
228007051	54210
228073909	2642
228082660	16553
228097263	79
228100726	4686
228106679	2634
228114997	477
228121523	2249
228134785	208
228139962	9023
228149852	9975
228164086	1427
228165815	16443
228203506	10159
228208130	170747
228270443	3955
228274584	1483
228295911	7088
228384114	903
228393673	13168
228394290	2678
228397048	62
228407381	2314
228407940	8922
228424845	481
228449163	459
228456979	895
228457435	138
228458107	2364
228462074	79
228464103	524
228486188	933
228487061	8706
228508655	3651
228555793	109
228558296	44
228610268	119
228612509	119
228614750	119
228616991	119
228619232	119
228621447	119
228623667	119
228625909	119
228628148	119
228628176	59
228630390	119
228632631	119
228634871	119
228637096	119
228639337	119
228641568	119
228643809	119
228646040	119
228647912	121
228650241	1139
228652436	125
228687415	412
228735077	11593
228776312	554
228858010	547
229022773	15502
229042171	421
229092815	2091
229223461	4102
229249636	2175
229258281	12748
229270927	673
229271062	34833
229304857	648
229319403	3685
229321005	22290
229383128	61
229410500	268
229425020	631
229431245	2854
229440260	68082
229440284	737
229508501	5772
229516582	42114
229535064	126
229549905	118
229570532	265
229593111	32937
229626234	33966
229688999	906
229705234	628
229875550	10203
230002730	4433
230049182	69
230057990	224135
230258694	9790
230280312	1582
230314482	111248
230426491	10332
230592660	2924
230612009	404
230642489	51494
230702523	11775
230710698	84795
230747384	54620
230820250	109
230823641	1067
230837119	32471
230874846	4170
230894141	287
230906243	72633
230978981	21615
230988989	135
231018958	21289
231019828	97
231021611	573
231117831	495
231162112	59445
231184098	3530
231223763	17425
231241207	36767
231281414	111
231332753	5100
231337104	17920
231363751	61294
231475956	333
231522388	6169
231528653	37872
231528653	290592
231591292	20799
231626815	414458
231670635	116
231814982	205
231925834	19400
232160091	25553
232174932	5182
232221938	237
232222866	280
232223059	83
232397965	163594
232700204	105
232718071	4180
232727254	15462
232804892	3516
232832017	171
232898914	86
232917235	784
232950605	33278
232983435	312279
233288868	580
233295325	403
233327768	57381
233448626	156
233614004	58509
233624152	68
233836080	353
233904933	419584
234026851	377
234212606	2483
234261706	12760
234268583	3918
234284972	570
234306467	73
234356704	438
234357006	8823
234372186	626
234372807	787
234373456	10594
234391313	87791
234527891	3889
234565298	4791
234593275	128
234604269	5257
234607008	2476
234629311	5470
234644666	2906
234646289	36888
234660271	6834
234669523	26631
234709383	10838
234724042	7602
234757621	2436
234837976	94
234904186	303
234957231	2759
234957342	12721
234979647	1158
235065479	8742
235097187	226
235104180	430
235109336	19601
235127803	135
235131183	30275
235131634	196586
235190034	83
235245866	90
235295865	471
235327350	17183
235336806	282
235361153	1388
235367360	81609
235432985	247
235449923	54559
235519971	715
235537520	522
235538052	1794
235540053	1363
235541412	295
235541759	339
235542159	232
235547687	103068
235565761	1177
235614674	1724
235661041	222600
235738005	985
235839483	700
235853000	61
235915415	107
235942553	1253
235957879	13947
235975830	89333
236060677	96
236110061	2310
236142505	79361
236215555	66431
236267780	179
236285976	985
236348262	136653
236483165	1304
236518000	34982
236523052	1457
236536162	543
236540094	10187
236549005	55500
236686454	78178
236795281	108701
236819634	885
236981339	370
237004103	316
237042205	791784
237120807	303
237471119	73
237555040	132
237862175	66147
237877864	13059
237926831	775
237943724	1552
237948017	1127
237949214	521
237949736	1801
238107736	832
238268494	102
238276037	10980
238325687	102
238480384	5640
238485445	52861
238491358	1287
238777049	2152
239052748	156
239247808	3011
239386565	528888
239703381	27085
239898016	1857
239915439	1517
239972787	1459
240012646	581
240014348	460842
240142670	2720
240154651	122
240170155	1137
240177839	1806
240341385	93
240400671	453
240489573	122577
240530452	411
240549867	512
240588522	2227
240636599	454
240653367	111
240654241	385
240698320	110
240739419	435
240765557	3124
240769420	2115
240775514	581717
240823006	428
240919653	957
240998451	344
241132272	75
241305580	303
241424292	9201
241497603	22159
241532134	63509
241590102	87275
241628853	7078
241652278	149856
241831935	853
241847967	47182
241916123	421
241957767	1296
241993185	498
241995490	3584
242023949	106
242057085	3158
242060490	2106
242082986	441711
242134272	110
242147514	61616
242188647	143
242203555	7273
242345558	161
242365189	634
242376923	510
242671140	437
242772620	484
242882066	1410
242890247	557
242975005	80
243005845	1624
243029512	22741
243049782	1838
243054861	1534
243056307	45438
243081156	104
243124428	130921
243135898	4691
243164638	4808
243256034	244059
243267257	863
243346176	80
243488233	362847
243545532	2798
243624666	391
243702857	37965
243793205	1196
243917402	129916
244048939	8538
244064330	3580
244068820	24207
244103932	279
244107365	1647
244352635	37029
244375100	34493
244394976	685
244408494	43641
244454377	186801
244589546	99
244598391	297
244652935	56099
244694432	289
244731024	563
244835322	9736
244840638	6266
244845167	10331
244851166	13377
244864738	535
244943910	307
244954858	106
244969350	1739
244969705	157460
245023015	104
245043928	105
245123471	980
245133927	164
245154985	554447
245206444	28058
245282831	259
245370334	86
245614773	373
245673732	2747
245749342	757971
246025897	9707
246108626	5241
246178778	427
246189014	105
246321663	776
246426006	114
246509038	13555
246516039	8249
246527030	1126
246528562	280
246540560	25765
246566444	102141
246605873	2230
246632251	228
246682108	2968
246690047	1775
246724047	44091
246755511	322
246771837	58223
246772301	3472
246776013	16373
246818076	105
246833448	82
246839098	92881
246945547	62547
246945547	133265
247015068	2224
247036784	41972
247042791	1231
247085389	679
247099962	4411
247110160	2258
247119669	610
247121975	50042
247175256	270
247183813	1670
247187281	1246
247189851	21006
247201967	94
247204570	92
247210691	31133
247229940	1941
247236868	1090
247256072	1072
247294835	107
247297412	34435
247416156	32953
247451029	954
247491068	1080
247507058	70633
247524679	2074
247530132	3708
247565639	75216
247588360	954
247605586	930
247619643	928
247639749	107314
247666887	955
247672118	924
247711813	11952
247711829	927
247723099	945
247738615	945
247757462	945
247774910	927
247814800	930
247827486	1017
247833349	940
247840928	969
247857199	21007
247895587	945
247921018	939
247933769	987
247936061	1453
247937191	163732
247938973	687
247948858	939
247948858	939
247965233	1107
247974741	913
247990267	938
247997000	97
248003129	940
248021948	939
248029120	102
248038268	939
248045788	102
248060682	939
248083634	963
248121932	951
248145148	939
248179986	1044
248203068	939
248238929	936
248272852	963
248294616	963
248323630	939
248348775	939
248361581	1047
248387609	927
248405995	1110
248441207	927
248452798	975
248473351	957
248484245	1240
248488589	948
248498308	321
248521647	951
248548756	15084
248549444	319
248558544	948
248573801	957
248592830	939
248594925	109
248601416	454
248626119	1072
248626178	951
248638287	972
248649931	954
248681369	936
248692191	6920
248708202	440
248718649	37091
248721993	209
248771635	2158
248810446	16188
248826377	67
248838210	11308
248850006	9139
248859164	5633
248906196	13751
248912690	106
248936581	463
14061	2484
44712	2173
46892	27272
80394	5872
134465	120173
147820	932
154831	113
199882	100
274190	415554
277184	125
282015	111
430239	266
437561	3610
628638	2618
641689	90
649948	19634
743992	967
806914	124792
933026	9718
971146	17196
988019	31918
1018907	6953
1022666	21536
1039908	9263
1049538	82760
1159768	4905
1177318	560159
1290018	2985
1361001	637
1526637	30348
2005473	8876
2071845	9253
2076019	71
2098167	103
2166332	3129
2169140	20335
2199387	102
2305083	9993
2446253	1100
2453135	90
2499721	850
2501783	65457
2789039	87
2936021	421
3010531	2581
3065424	578
3066333	71380
3134566	10601
3137728	35114
3141632	26341
3223816	3592
3234463	138
3240371	16840
3266003	1013
3486894	15945
3532094	4938
3751067	12160
3767915	837
3775996	9286
3833950	779
3934519	1295
3991160	100
4024940	3455
4051726	37288
4201141	42772
4384246	26367
4415305	10875
4514952	106
4650185	27970
4655427	6993
4786629	61434
4871901	20075
4922564	212663
4962436	133
4963253	144270
4995488	1893
5004710	133
5035354	72333
5048812	2859
5093408	136
5122087	13140
5154143	31045
5195462	23488
5207169	574
5234358	29051
5266033	5204
5275173	13298
5304431	435
5346651	627
5365009	9684
5393098	11733
5412551	45913
5498697	859
5514244	12003
5524009	2763
5524976	767
5594991	1128
5608475	2319
5616862	1300
5624931	196
5631463	293
5638867	27729
5684838	78903
5712174	31894
5765223	76910
5776071	788
5813985	457
5861617	28290
5861805	790
5890203	47392
5934270	11631
5937569	40619
6010689	51637
6017054	141
6025978	10450
6071514	405
6088987	28471
6144934	90612
6149623	318
6152196	82
6197612	5082
6245731	101
6277687	58296
6293100	1585
6350316	2447
6427143	153159
6580419	36034
6618716	6631
6655662	137
6737382	1645
6774307	4874
6779598	63309
6891457	29016
7097152	524
7154120	117
7158624	252863
7295106	185
7411599	1869
7445558	26385
7486703	107
7533207	3359
7559270	107729
7703269	46252
7750962	37020
7788129	19687
7818504	198124
7833618	340
8050450	3035
8051541	1544
8052242	1208
8053604	21595
8161260	933
8259331	8975
8298897	2771
8400860	61004
8472719	234
8513687	1420
8619933	676
8656716	116
8724010	279
8897989	16608
8970125	3344
9275833	11225
9721963	2454
9758783	455
10058722	4781
10174230	348
10232611	102
10257169	298
10365180	1308
10394670	1068
10419538	42812
10776223	439
10784437	10544
10917880	34355
10960151	10666
11005321	331355
11010164	956
11030334	535
11075131	23343
11168922	2455
11316834	3051
11395808	2985
11453946	157809
11611305	923
11679675	840
11742366	21705
11823339	48939
11849608	45093
11920022	123149
11923181	108
11927351	91
12068972	54254
12116280	100
12129637	40325
12130760	57
12165325	30820
12195965	54625
12244751	3095
12328132	258
12349482	486064
12415928	73
12456483	149
12578753	71
12725254	100
12896625	203028
12924679	107
13057902	775
13099449	38860
13104574	220
13139196	338
13142185	793
13156684	1453
13159477	301
13161554	49551
13217269	107
13221767	12568
13277796	24617
13308145	303
13317424	30875
13415202	7932
13438484	90491
13511206	108
13528516	1747
13586927	43942
13591460	864
13610047	45883
13631143	37303
13643706	818437
13675646	345
13682521	2354
13704978	95
13710415	1640
13727796	121
13729383	26818
13870797	379
13991815	15712
14074284	13322
14383200	78
14391875	322
14436576	86
14518557	256341
14652742	8950
14663395	100
14723171	885
14819250	19326
14838164	33578
14877688	999
14878820	25496
14897359	57074
14959439	28612
14986942	574
14999050	1006
15007861	1024
15015370	6494
15032227	41626
15077523	11254
15093263	349
15095385	1935
15097180	42639
15102584	66110
15154802	519
15171036	243
15211643	159420
15237492	4276
15513949	206177
15778170	82351
16005808	116
16071416	394
16207821	107
16278701	17158
16436943	76803
16476003	162
16513743	8263
16590611	226918
16721352	27026
16767235	182
16823964	305868
17137336	250
17142254	59801
17214239	15747
17228259	9335
17233325	1509
17318383	135948
17386936	26568
17403508	113
17577362	851
17589032	28346
17602910	218
17641284	2595
17644125	71790
17695709	4524
17752252	48617
17809344	101827
17832409	297
17845107	87
17862887	2585
17951839	91454
18001786	8777
18140677	401193
18206127	55068
18513115	32537
18531849	1488
18545561	113725
18659405	22235
18735745	2887
18746433	1421
18940501	453
19048771	741631
19051455	716
19290223	1258
19489101	300
19491072	228
19598247	217
19633683	130
19710328	18223
19747823	799
19783557	104
19792998	104
19816239	473618
20070805	20980
20350049	1052
20547171	252
20551970	77
20779973	394215
20804293	285
20841375	186
21028999	1794
21110682	2707
21125763	20797
21174014	1035
21217891	389
21247752	344
21321961	107
21340233	32718
21394033	560
21452197	216
21455236	280
21481716	102
21492658	4605
21496562	80
21513478	12891
21524675	218956
21564471	107
21624592	1695
21661635	107
21756537	247233
21785292	296
21865335	587
21933143	296
22162992	2803
22163092	1215
22208814	1208
22218074	3095
22225698	327
22252072	2518
22257786	763
22266991	356
22315974	4335
22316388	13155
22321211	10274
22332404	584
22332587	395
22340377	239
22345445	108780
22361172	51896
22534849	179707
22693953	687
22787393	107
22928024	110500
22997255	104
23074383	96
23095506	26508
23136924	738
23166985	117
23192327	1926
23203816	36001
23258211	335
23267195	77651
23343957	1225
23393405	63
23439458	2933
23694746	853103
23718087	102
24157835	947
24255246	88
24275685	97
24481180	1855
24583609	140060
24640166	119
24848607	103998
24867645	546
24908522	291
24953241	273
24981979	80301
25016658	10007
25091456	99
25113058	48179
25158072	18205
25175062	427165
25244061	794
25393557	288
25647570	535
25651712	81224
25691537	787
25813811	107
25819363	64
25924448	9263
25934267	278261
26159494	52
26216307	88252
26438203	129601
26509589	116
26577676	1420
26589865	4466
26643228	1789
26647986	5469
26664206	11954
26695091	2535
26697659	49140
26714622	1211
26717635	1144
26746593	114495
26789017	141
26790540	107
26931206	10796
26943323	1096
26991914	108585
27088321	107
27110112	45155
27154824	32101
27193358	143
27195214	46917
27232255	62
27235917	84
27243130	7675
27246350	13106
27258762	30063
27313723	2865
27315120	107
27331357	9896
27335501	107
27343436	1482
27349717	574
27378138	225
27398187	16182
27504174	38064
27672875	73186
27744786	23009
27783846	208
27812164	186885
27904209	954
27999788	49828
28004702	231
28050993	283494
28289258	93
28310853	107
28338554	2389
28408039	213
28433008	62806
28436201	878
28442575	322
28522652	10092
28532493	90620
28652630	126
28658987	481
28667919	107
28677342	5598
28743745	919
28760699	105
28789188	6926
28792668	15552
28806121	7338
28846408	35491
28874393	115
28898996	489
29289061	29268
29409402	78344
29421476	537
29457338	279444
29545004	94
29575306	76
29602264	83
29697935	240
29711915	94
29891032	436
30012800	102695
30299569	105
30301823	250
30302826	3241
30309801	64648
30353706	3660
30364410	9977
30365067	82
30366064	236
30368597	69
30380174	889
30383400	223
30403197	580
30433937	27897
30517616	1246
30553854	630
30555601	304
30576699	3484
30611779	17984
30655489	2047
30671566	45701
30723251	490
30820207	211731
30831828	1560
30919012	2224
31065951	97
31187883	74028
31206278	114170
31259599	106
31318495	211320
31360955	261
31604600	1619
31628540	60
31651354	97
31693084	14305
31756042	95
31805404	123473
31913143	612
31983885	670
31992087	295
32009010	47422
32056746	94
32102522	772
32109861	1806
32111644	146
32173684	61
32188323	495
32231849	397
32266289	3186
32267751	111048
32281686	1144
32346499	681
32346864	83
32347397	27092
32394558	108
32446140	128425
32511336	402
32543369	39918
32567723	315152
32887255	2057
32900319	105474
32944481	519
32958845	123258
33023368	280
33034655	270
33035469	196
33057615	793
33096257	20416
33098535	102
33177492	158771
33211277	2528
33288304	298
33341655	251
33578931	21110
33684755	2310
33759713	12946
33864313	411
33909238	8567
34109560	705766
34201979	96
34488583	296
34663859	243
34675635	407
34815767	620
34875210	213
34926775	108
34942969	107
34965069	1191
35008551	82092
35079598	83
35098006	29015
35126791	86168
35135443	60
35158306	335
35210416	335
35219894	10705
35231331	64
35247025	325645
35250959	94
35314552	21850
35605410	3526
35606001	2153
35638249	4030
35641172	81
35697300	738
35778302	22619
35896874	2090
36089086	304
36432882	1603
36434710	465
36438616	3777
36438661	128
36521721	2514
36626015	124
36940109	3824
36944111	628
36995023	563
37125788	258324
37135237	107
37240887	1163
37248118	67684
37297398	292
37303000	110
37309185	37847
37337415	1457
37348616	957
37523011	21691
37600796	573
37601440	1535
37775371	8761
37776526	81581
37791580	358
37794276	1834
37818606	2377
37831889	83
37857740	1371
37883594	516
37894637	2030
37949572	27062
37976825	15643
37994863	113
38010650	54439
38043873	103
38068449	246
38080056	822
38091764	288
38094336	31209
38137337	7063
38149968	326
38161570	180
38164648	47710
38186670	102
38247922	85234
38250442	162
38356380	22126
38383069	19848
38423625	104
38448689	261
38450738	332
38451030	756
38452987	2379
38453181	12996
38601418	4192
38617255	90
38635908	2175
38640971	48098
38696424	1479
38713195	6035
38762095	397
38783004	105
42149310	240
42185339	453
42209990	394
42242721	34122
42279734	2086
42331866	36109
42409727	44659
42470082	187
42475543	19794
42513510	39313
42555440	285
42566677	807
42574185	64384
42578500	228
42579724	3049
42583235	153
42583767	27
42605158	106
42660728	1049
42674197	17527
42694371	20205
42696035	10419
42725857	11303
42747544	1144
42751178	968
42782801	52137
42832447	104
42871521	2540
42979017	2491
42997563	119
43077027	53325
43136824	1511
43138486	46823
43194535	72385
43323665	4268
43341786	125
43371642	4694
43385617	23550
43417249	190
43420738	1363
43436841	46339
43458065	65
43523256	1962
43556344	18275
43604843	1409
43606407	11497
43628817	45887
43630882	683
43630947	436
43643859	4998
43643872	1176
43645942	2078
43665668	1338
43728217	512
43732334	251
43741437	914
43777562	1264
43789249	1139
43845306	5317
43859411	36023
43901365	10962
43912444	1793
43939003	5464
44034540	72
44259602	2212
44282926	10784
44292569	2081
44370165	16329
44414649	505
44488335	111
44591208	10897
44806443	1781
44811024	148666
44899614	20607
44911200	25803
44937508	18218
44958917	542
44959407	36485
44970981	7830
44997698	3191
45000475	4852
45002222	73845
45016080	131142
45055656	613
45073146	396
45099487	55110
45127318	21597
45147394	23996
45151445	471
45156775	20151
45164014	75
45164228	17200
45180400	217
45187292	11032
45188790	107
45232026	15336
45258185	939
45302654	12955
45374176	71944
45444570	8552
45454585	140322
45615501	57280
45678692	21841
45706431	20801
45725694	345
45727200	65762
45812648	297
45815428	1897
45825594	28282
45854093	118062
45856307	116
45940522	330
45972449	31286
45984610	201
46005088	25627
46033307	12963
46063250	466
46109621	21738
46233885	39673
46286345	43863
46337224	21491
46369113	4451
46370759	11868
46375627	162238
46415853	561
46461099	4783
46549044	6487
46578217	15957
46582782	15364
46597918	14237
46610474	41552
46632387	3086
46634911	556
46648948	329
46753605	6136
46759019	27752
46774421	1760
46786674	25316
46807458	116
46816516	15961
46870858	23705
46911396	91093
47300386	13162
47322490	3781
47348371	9505
47351740	99
47365496	18778
47460162	23997
47484457	298
47487219	4475
47496212	5984
47501854	47897
47517816	35699
47532352	116
47538377	13578
47563604	6094
47564256	1761
47581211	1111
47588681	11150
47689707	40730
47692399	329
47706203	600
47750864	12729
47908064	83787
47918739	4786
47970043	3454
47995355	4437
48009873	21768
48040462	116
48050282	9735
48064308	55148
48155325	810
48156558	118313
48292699	719
48306639	132722
48443836	1985
48446034	210232
48510525	1065
48546472	242
48624004	1090
48664199	8226
48684876	298081
48745545	584
48878022	628
48883955	51259
48909483	25708
48976554	16493
48984564	34334
48985512	76
49014245	101265
49121839	29709
49131154	2855
49154725	33861
49296112	2907
49299193	28295
49364181	31836
49419277	53627
49455368	84171
49515105	9123
49515201	24338
49551308	1345
49609095	56010
49610301	2420
49679651	30611
49734643	27737
49771841	1459
49815096	467
49818279	151925
49909613	330
49942033	32818
49954214	201
49972763	9291
49979665	116
49982190	28310
50021182	46622
50025135	2229
50067888	65619
50150603	1685
50182778	65833
50264978	1838
50305586	319578
50334538	1586
50472814	1433
50562231	100
50590652	61
50624951	16501
50629532	1544
50655967	4506
50676743	9584
50695592	390
50705380	3527
50726947	1023
50739318	77178
50799409	86267
50822692	1834
50962993	366
50964270	951
50991358	1306993
51062579	5975
51244894	913
51265325	128
51299573	83
51302566	4144
51319826	835
51526341	93
51639743	90
51695487	4105
52230742	83387
52314296	3747
52389112	377
52411135	2358
52450874	19660
52556702	198708
52765380	6321
52852607	97
52973488	2328
53038285	260
53291072	19994
53458197	92
53766400	215
53802771	1825172
54347963	52
54452423	89
54486230	169822
54599678	1006
54607874	84
54864674	4449
55247755	349479
55468327	896
55506219	6999
55599303	739
55667341	1010
55746551	358
56357228	4048
56595963	69
57095699	83
57304479	81
57513157	269
57955295	1884
57982285	709
58106423	457
58191517	76418
58212541	496
58269058	20529
58304553	1069
58325614	1417
58334975	35779
58385022	14200
58513140	318298
58694927	79
58715554	704
58869184	345
58999626	1918
59088701	339
59136625	1558
59176590	71185
59246129	117053
59282147	689
59340779	84
59551404	475
59589150	22099
59650761	85242
59736692	19350
59788763	117894
59955430	5484
60026298	707193
60050668	10076
60081741	114
60139912	966
60684505	705
60734342	7487
60778331	16522
60869438	132003
60912765	163
61016275	10146
61406643	46808
61452639	29318
61662961	103806
61684892	497
61781745	39502
61901300	195645
61926936	83
62116215	87
62183035	85673
62289521	14513
62350006	292
62374192	297820
62741208	178
62793562	12326
62804857	3627
62811996	107905
63110139	108
63123938	1600
63133247	21785
63167221	354630
63222155	891
63358745	360
63372942	112
63427297	643
63465229	1335
63489461	178
63521363	103761
63634317	511
63658074	448
63664664	325905
63902451	795
64036345	936
